SaleID,Date,CustomerID,Product,Category,Quantity,UnitPrice,Discount,TotalAmount,GST(18%),TotalWithGST,PaymentMethod,City,Country,Region,SalesRep,EmployeeID
202503-00014,3/23/2025,CUST-6047,Laptop 13",Electronics,2,1660.32,0,3320.64,597.72,3918.36,Wallet,Sydney,Australia,APAC,Arun Kumar,E026
202503-00015,3/21/2025,CUST-5724,Standing Desk,Furniture,4,270.16,0.05,1026.61,184.79,1211.4,Debit Card,Toronto,Canada,North America,Emily Davis,E100
202503-00016,3/17/2025,CUST-2806,Bluetooth Speaker,Audio,5,331.32,0,1656.6,298.19,1954.79,Wallet,Pune,India,APAC,Rohit Iyer,E007
202503-00017,3/9/2025,CUST-7697,Bluetooth Speaker,Audio,5,70.4,0,352,63.36,415.36,Credit Card,London,UK,EMEA,James Wilson,E099
202503-00018,3/13/2025,CUST-3042,27" Monitor,Electronics,1,782.98,0.15,665.53,119.8,785.33,Net Banking,Chennai,India,APAC,Asha Verma,E051
202503-00019,3/2/2025,CUST-5359,Webcam HD,Accessories,1,103.15,0,103.15,18.57,121.72,Credit Card,Chennai,India,APAC,Rohit Iyer,E099
202503-00020,3/17/2025,CUST-1118,Noise-Canceling Headphones,Audio,5,222.43,0,1112.15,200.19,1312.34,UPI,Toronto,Canada,North America,Sarah Miller,E098
202503-00021,3/25/2025,CUST-6521,Smartwatch,Wearables,4,255.01,0,1020.04,183.61,1203.65,UPI,Manchester,UK,EMEA,Sofia Rossi,E013
202503-00022,3/31/2025,CUST-6918,Office Chair,Furniture,4,453.02,0.1,1630.87,293.56,1924.43,UPI,Chennai,India,APAC,Asha Verma,E033
202503-00023,3/15/2025,CUST-7583,Standing Desk,Furniture,2,142.6,0.1,256.68,46.2,302.88,Wallet,New York,USA,North America,Michael Brown,E077
202503-00024,3/15/2025,CUST-8785,Smartphone 128GB,Electronics,4,1371.42,0.1,4937.11,888.68,5825.79,Credit Card,Berlin,Germany,EMEA,James Wilson,E090
202503-00025,3/26/2025,CUST-6333,Office Chair,Furniture,4,325.53,0,1302.12,234.38,1536.5,UPI,Sydney,Australia,APAC,Arun Kumar,E050
202503-00026,3/22/2025,CUST-2645,Standing Desk,Furniture,4,378.6,0.05,1438.68,258.96,1697.64,Cash on Delivery,Dubai,UAE,EMEA,James Wilson,E074
202503-00027,3/5/2025,CUST-9158,Webcam HD,Accessories,1,52.19,0,52.19,9.39,61.58,Cash on Delivery,Melbourne,Australia,APAC,Rohit Iyer,E090
202503-00028,3/29/2025,CUST-8311,Laptop 15",Electronics,4,1375.89,0.05,5228.38,941.11,6169.49,Debit Card,Bengaluru,India,APAC,Asha Verma,E012
202503-00029,3/14/2025,CUST-1478,Wireless Mouse,Accessories,3,136.37,0,409.11,73.64,482.75,Debit Card,San Francisco,USA,North America,Sarah Miller,E056
202503-00030,3/31/2025,CUST-3016,Office Chair,Furniture,2,932.01,0,1864.02,335.52,2199.54,Net Banking,Bengaluru,India,APAC,Mei Lin,E092
202503-00031,3/28/2025,CUST-4666,Printer,Office,5,401.86,0,2009.3,361.67,2370.97,Wallet,Manchester,UK,EMEA,Olivia Martin,E097
202503-00032,3/30/2025,CUST-7252,Office Chair,Furniture,5,970.3,0.05,4608.93,829.61,5438.54,Debit Card,San Francisco,USA,North America,Chris Johnson,E069
202503-00033,3/10/2025,CUST-2436,Laptop 15",Electronics,1,779.44,0.05,740.47,133.28,873.75,Wallet,Chennai,India,APAC,Mei Lin,E005
202503-00034,3/5/2025,CUST-6134,Noise-Canceling Headphones,Audio,5,302.66,0.05,1437.64,258.78,1696.42,Net Banking,Sydney,Australia,APAC,Mei Lin,E043
202503-00035,3/25/2025,CUST-6980,Webcam HD,Accessories,2,82.77,0,165.54,29.8,195.34,Debit Card,Chennai,India,APAC,Arun Kumar,E029
202503-00036,3/1/2025,CUST-9819,External SSD 1TB,Storage,4,135.82,0,543.28,97.79,641.07,UPI,New York,USA,North America,Sarah Miller,E051
202503-00037,3/22/2025,CUST-8467,Wireless Mouse,Accessories,5,49.67,0,248.35,44.7,293.05,Wallet,Delhi,India,APAC,Mei Lin,E018
202503-00038,3/10/2025,CUST-9230,Standing Desk,Furniture,1,360.64,0,360.64,64.92,425.56,Cash on Delivery,Toronto,Canada,North America,Emily Davis,E085
202503-00039,3/16/2025,CUST-5775,Standing Desk,Furniture,4,171.76,0,687.04,123.67,810.71,Debit Card,Kolkata,India,APAC,Rohit Iyer,E030
202503-00040,3/23/2025,CUST-1861,Printer,Office,2,439.85,0,879.7,158.35,1038.05,UPI,Pune,India,APAC,Asha Verma,E017
202503-00041,3/18/2025,CUST-7427,USB-C Hub,Accessories,4,104.91,0,419.64,75.54,495.18,Net Banking,Munich,Germany,EMEA,James Wilson,E020
202503-00042,3/17/2025,CUST-5637,27" Monitor,Electronics,2,1447.05,0,2894.1,520.94,3415.04,Debit Card,Manchester,UK,EMEA,James Wilson,E023
202503-00043,3/28/2025,CUST-5981,Bluetooth Speaker,Audio,2,243.55,0.15,414.04,74.53,488.57,UPI,Hyderabad,India,APAC,Rohit Iyer,E031
202503-00044,3/7/2025,CUST-4205,Standing Desk,Furniture,1,438.76,0,438.76,78.98,517.74,Credit Card,Hyderabad,India,APAC,Arun Kumar,E006
202503-00045,3/31/2025,CUST-7997,Office Chair,Furniture,2,934.87,0.15,1589.28,286.07,1875.35,Debit Card,Delhi,India,APAC,Asha Verma,E036
202503-00046,3/17/2025,CUST-6545,Smartwatch,Wearables,4,584.26,0,2337.04,420.67,2757.71,Net Banking,New York,USA,North America,Chris Johnson,E015
202503-00047,3/4/2025,CUST-4946,Noise-Canceling Headphones,Audio,4,142,0.05,539.6,97.13,636.73,Wallet,Munich,Germany,EMEA,James Wilson,E035
202503-00048,3/25/2025,CUST-8596,External SSD 1TB,Storage,4,126.05,0,504.2,90.76,594.96,UPI,Mumbai,India,APAC,Asha Verma,E016
202503-00049,3/4/2025,CUST-2353,Laptop 15",Electronics,4,1336.61,0,5346.44,962.36,6308.8,Debit Card,Mumbai,India,APAC,Arun Kumar,E038
202503-00050,3/9/2025,CUST-2549,Webcam HD,Accessories,5,35.35,0.15,150.24,27.04,177.28,UPI,Dubai,UAE,EMEA,Sofia Rossi,E027
202503-00051,3/4/2025,CUST-6328,Laptop 15",Electronics,5,492.05,0,2460.25,442.84,2903.09,Credit Card,Munich,Germany,EMEA,Olivia Martin,E071
202503-00052,3/3/2025,CUST-9501,External SSD 1TB,Storage,5,189.36,0,946.8,170.42,1117.22,Wallet,Chennai,India,APAC,Rohit Iyer,E022
202503-00053,3/31/2025,CUST-2922,Wireless Mouse,Accessories,5,107.33,0.15,456.15,82.11,538.26,UPI,Chennai,India,APAC,Asha Verma,E038
202503-00054,3/5/2025,CUST-4378,Office Chair,Furniture,2,197.28,0,394.56,71.02,465.58,Credit Card,Chennai,India,APAC,Mei Lin,E008
202503-00055,3/12/2025,CUST-9919,Wireless Mouse,Accessories,4,146.79,0,587.16,105.69,692.85,Debit Card,London,UK,EMEA,James Wilson,E042
202503-00056,3/31/2025,CUST-9510,Printer,Office,3,356.85,0.15,909.97,163.79,1073.76,Wallet,Manchester,UK,EMEA,Liam Schmidt,E057
202503-00057,3/20/2025,CUST-9818,Smartphone 128GB,Electronics,2,1422.67,0,2845.34,512.16,3357.5,Credit Card,New York,USA,North America,Chris Johnson,E081
202503-00058,3/7/2025,CUST-3321,27" Monitor,Electronics,2,1921.23,0,3842.46,691.64,4534.1,Debit Card,Dubai,UAE,EMEA,Liam Schmidt,E062
202503-00059,3/9/2025,CUST-3105,Standing Desk,Furniture,5,491.37,0.1,2211.16,398.01,2609.17,Net Banking,Pune,India,APAC,Arun Kumar,E023
202503-00060,3/15/2025,CUST-2364,27" Monitor,Electronics,4,1889.37,0.05,7179.61,1292.33,8471.94,Credit Card,San Francisco,USA,North America,Emily Davis,E048
202503-00061,3/23/2025,CUST-7097,Smartwatch,Wearables,5,394.57,0.05,1874.21,337.36,2211.57,UPI,Sydney,Australia,APAC,Arun Kumar,E086
202503-00062,3/1/2025,CUST-5055,Laptop 15",Electronics,3,380.55,0.15,970.4,174.67,1145.07,Credit Card,Manchester,UK,EMEA,James Wilson,E007
202503-00063,3/12/2025,CUST-6464,Webcam HD,Accessories,3,30.49,0,91.47,16.46,107.93,UPI,Mumbai,India,APAC,Asha Verma,E041
202503-00064,3/13/2025,CUST-4640,Noise-Canceling Headphones,Audio,1,319.61,0.1,287.65,51.78,339.43,Cash on Delivery,Toronto,Canada,North America,Chris Johnson,E003
202503-00065,3/17/2025,CUST-6716,Standing Desk,Furniture,5,881.55,0,4407.75,793.39,5201.14,Credit Card,Pune,India,APAC,Mei Lin,E005
202503-00066,3/31/2025,CUST-7382,Wireless Mouse,Accessories,3,122.85,0,368.55,66.34,434.89,Cash on Delivery,Singapore,Singapore,APAC,Arun Kumar,E085
202503-00067,3/16/2025,CUST-3090,27" Monitor,Electronics,1,1420.32,0,1420.32,255.66,1675.98,Wallet,Hyderabad,India,APAC,Rohit Iyer,E023
202503-00068,3/13/2025,CUST-5380,Laptop 13",Electronics,3,1458.88,0.15,3720.14,669.63,4389.77,Wallet,Melbourne,Australia,APAC,Rohit Iyer,E100
202503-00069,3/15/2025,CUST-6799,Webcam HD,Accessories,4,80.31,0.15,273.05,49.15,322.2,Cash on Delivery,New York,USA,North America,Michael Brown,E079
202503-00070,3/21/2025,CUST-2424,27" Monitor,Electronics,4,1575.57,0,6302.28,1134.41,7436.69,Wallet,Bengaluru,India,APAC,Asha Verma,E091
202503-00071,3/24/2025,CUST-4932,Laptop 15",Electronics,2,1214.34,0.1,2185.81,393.45,2579.26,Cash on Delivery,Toronto,Canada,North America,Chris Johnson,E033
202503-00072,3/31/2025,CUST-7946,Office Chair,Furniture,5,940.55,0.15,3997.34,719.52,4716.86,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma,E045
202503-00073,3/13/2025,CUST-1227,Smartwatch,Wearables,2,553.66,0,1107.32,199.32,1306.64,Wallet,Sydney,Australia,APAC,Mei Lin,E080
202503-00074,3/8/2025,CUST-9652,Office Chair,Furniture,5,157.27,0.05,747.03,134.47,881.5,Wallet,Vancouver,Canada,North America,Emily Davis,E034
202503-00075,3/6/2025,CUST-2230,USB-C Hub,Accessories,2,81.92,0,163.84,29.49,193.33,Net Banking,Toronto,Canada,North America,Sarah Miller,E029
202503-00076,3/6/2025,CUST-7115,Laptop 15",Electronics,3,1840.98,0,5522.94,994.13,6517.07,UPI,London,UK,EMEA,Olivia Martin,E015
202503-00077,3/10/2025,CUST-5337,Mechanical Keyboard,Accessories,1,113.32,0.05,107.65,19.38,127.03,UPI,Vancouver,Canada,North America,Chris Johnson,E019
202503-00078,3/30/2025,CUST-8586,Printer,Office,5,436.31,0,2181.55,392.68,2574.23,Cash on Delivery,Melbourne,Australia,APAC,Mei Lin,E043
202503-00079,3/10/2025,CUST-6798,Laptop 15",Electronics,1,796.99,0,796.99,143.46,940.45,Net Banking,Berlin,Germany,EMEA,James Wilson,E078
202503-00080,3/4/2025,CUST-8058,Bluetooth Speaker,Audio,2,61.36,0.05,116.58,20.98,137.56,Net Banking,Chennai,India,APAC,Arun Kumar,E082
202503-00081,3/1/2025,CUST-3549,Webcam HD,Accessories,3,41.65,0.1,112.45,20.24,132.69,UPI,Sydney,Australia,APAC,Rohit Iyer,E052
202503-00082,3/18/2025,CUST-5415,Laptop 15",Electronics,4,1364.12,0.05,5183.66,933.06,6116.72,UPI,Sydney,Australia,APAC,Asha Verma,E045
202503-00083,3/12/2025,CUST-4251,Laptop 15",Electronics,2,677.06,0.15,1151,207.18,1358.18,Wallet,Manchester,UK,EMEA,James Wilson,E007
202503-00084,3/6/2025,CUST-4260,Bluetooth Speaker,Audio,3,73.95,0.15,188.57,33.94,222.51,Wallet,Hyderabad,India,APAC,Mei Lin,E003
202503-00085,3/25/2025,CUST-7551,Smartphone 128GB,Electronics,4,393.12,0,1572.48,283.05,1855.53,Credit Card,Hyderabad,India,APAC,Rohit Iyer,E043
202503-00086,3/12/2025,CUST-9192,Laptop 13",Electronics,2,246.27,0,492.54,88.66,581.2,Net Banking,Mumbai,India,APAC,Arun Kumar,E088
202503-00087,3/16/2025,CUST-5742,27" Monitor,Electronics,4,302.84,0.05,1150.79,207.14,1357.93,Wallet,Vancouver,Canada,North America,Emily Davis,E097
202503-00088,3/8/2025,CUST-5606,Webcam HD,Accessories,1,130.98,0,130.98,23.58,154.56,Debit Card,Sydney,Australia,APAC,Rohit Iyer,E073
202503-00089,3/16/2025,CUST-2688,Standing Desk,Furniture,5,657.77,0.05,3124.41,562.39,3686.8,Debit Card,Chennai,India,APAC,Rohit Iyer,E058
202503-00090,3/13/2025,CUST-1628,27" Monitor,Electronics,2,1868.83,0.05,3550.78,639.14,4189.92,Credit Card,Delhi,India,APAC,Arun Kumar,E056
202503-00091,3/14/2025,CUST-9601,27" Monitor,Electronics,2,560.28,0,1120.56,201.7,1322.26,Cash on Delivery,Sydney,Australia,APAC,Asha Verma,E009
202503-00092,3/10/2025,CUST-2803,27" Monitor,Electronics,3,669.03,0.15,1706.03,307.09,2013.12,Debit Card,Manchester,UK,EMEA,James Wilson,E004
202503-00093,3/6/2025,CUST-1669,Laptop 13",Electronics,1,1371.8,0.1,1234.62,222.23,1456.85,Net Banking,San Francisco,USA,North America,Chris Johnson,E089
202503-00094,3/14/2025,CUST-4028,27" Monitor,Electronics,4,822.63,0,3290.52,592.29,3882.81,Wallet,Mumbai,India,APAC,Rohit Iyer,E032
202503-00095,3/11/2025,CUST-6907,Standing Desk,Furniture,3,773.78,0.1,2089.21,376.06,2465.27,Debit Card,San Francisco,USA,North America,Emily Davis,E069
202503-00096,3/19/2025,CUST-7292,Laptop 15",Electronics,1,391.4,0,391.4,70.45,461.85,Credit Card,Delhi,India,APAC,Rohit Iyer,E038
202503-00097,3/7/2025,CUST-8303,Printer,Office,1,111.45,0.1,100.31,18.06,118.37,UPI,Toronto,Canada,North America,Emily Davis,E034
202503-00098,3/18/2025,CUST-3517,Laptop 13",Electronics,2,504.66,0.1,908.39,163.51,1071.9,Cash on Delivery,Berlin,Germany,EMEA,Liam Schmidt,E018
202503-00099,3/15/2025,CUST-2923,Printer,Office,4,108.44,0,433.76,78.08,511.84,Debit Card,San Francisco,USA,North America,Emily Davis,E087
202503-00100,3/10/2025,CUST-1744,Smartwatch,Wearables,1,493.08,0,493.08,88.75,581.83,Wallet,Munich,Germany,EMEA,Olivia Martin,E029
202503-00101,3/22/2025,CUST-9723,External SSD 1TB,Storage,5,293.17,0.15,1245.97,224.27,1470.24,Cash on Delivery,Munich,Germany,EMEA,Olivia Martin,E047
202503-00102,3/20/2025,CUST-5448,Mechanical Keyboard,Accessories,2,10.5,0,21,3.78,24.78,Cash on Delivery,Melbourne,Australia,APAC,Mei Lin,E003
202503-00103,3/10/2025,CUST-4609,27" Monitor,Electronics,3,1171.48,0,3514.44,632.6,4147.04,Cash on Delivery,New York,USA,North America,Michael Brown,E080
202503-00104,3/2/2025,CUST-3427,Printer,Office,3,469.44,0,1408.32,253.5,1661.82,Wallet,New York,USA,North America,Emily Davis,E036
202503-00105,3/18/2025,CUST-2903,Laptop 13",Electronics,3,1320.46,0,3961.38,713.05,4674.43,UPI,Bengaluru,India,APAC,Mei Lin,E022
202503-00106,3/24/2025,CUST-3189,Noise-Canceling Headphones,Audio,5,139.11,0,695.55,125.2,820.75,Wallet,Mumbai,India,APAC,Mei Lin,E056
202503-00107,3/8/2025,CUST-5582,Wireless Mouse,Accessories,3,146.02,0,438.06,78.85,516.91,Wallet,Munich,Germany,EMEA,Liam Schmidt,E067
202503-00108,3/28/2025,CUST-4377,External SSD 1TB,Storage,4,112.95,0.15,384.03,69.13,453.16,Debit Card,Melbourne,Australia,APAC,Rohit Iyer,E078
202503-00109,3/24/2025,CUST-8109,USB-C Hub,Accessories,2,136.3,0.05,258.97,46.61,305.58,Net Banking,Pune,India,APAC,Rohit Iyer,E029
202503-00110,3/7/2025,CUST-9036,Standing Desk,Furniture,2,689.86,0.05,1310.73,235.93,1546.66,Debit Card,Munich,Germany,EMEA,Sofia Rossi,E012
202503-00111,3/3/2025,CUST-3351,Laptop 15",Electronics,4,603.72,0,2414.88,434.68,2849.56,Net Banking,Chennai,India,APAC,Rohit Iyer,E030
202503-00112,3/24/2025,CUST-1193,Smartwatch,Wearables,1,276.5,0,276.5,49.77,326.27,Wallet,Delhi,India,APAC,Rohit Iyer,E012
202503-00113,3/8/2025,CUST-2369,27" Monitor,Electronics,2,1886.41,0,3772.82,679.11,4451.93,Credit Card,Singapore,Singapore,APAC,Mei Lin,E093
202503-00114,3/28/2025,CUST-2392,Mechanical Keyboard,Accessories,2,77.26,0.15,131.34,23.64,154.98,Debit Card,London,UK,EMEA,Liam Schmidt,E069
202503-00115,3/16/2025,CUST-3531,Mechanical Keyboard,Accessories,1,86.09,0,86.09,15.5,101.59,Credit Card,Delhi,India,APAC,Asha Verma,E057
202503-00116,3/18/2025,CUST-5861,Laptop 15",Electronics,5,1789.95,0,8949.75,1610.95,10560.7,Debit Card,Mumbai,India,APAC,Rohit Iyer,E022
202503-00117,3/14/2025,CUST-7314,Wireless Mouse,Accessories,3,101.75,0.15,259.46,46.7,306.16,Wallet,Chennai,India,APAC,Arun Kumar,E056
202503-00118,3/6/2025,CUST-2804,Mechanical Keyboard,Accessories,1,143.91,0,143.91,25.9,169.81,Cash on Delivery,Manchester,UK,EMEA,James Wilson,E011
202503-00119,3/12/2025,CUST-2389,Printer,Office,1,333.89,0.1,300.5,54.09,354.59,Cash on Delivery,Pune,India,APAC,Arun Kumar,E087
202503-00120,3/5/2025,CUST-5940,Smartwatch,Wearables,3,261.16,0.15,665.96,119.87,785.83,Wallet,Berlin,Germany,EMEA,Liam Schmidt,E099
202503-00121,3/26/2025,CUST-2251,Webcam HD,Accessories,1,130.64,0,130.64,23.52,154.16,Wallet,Hyderabad,India,APAC,Mei Lin,E067
202503-00122,3/5/2025,CUST-7399,Bluetooth Speaker,Audio,4,331.42,0.15,1126.83,202.83,1329.66,Wallet,San Francisco,USA,North America,Emily Davis,E076
202503-00123,3/3/2025,CUST-6292,Wireless Mouse,Accessories,2,117.45,0.15,199.66,35.94,235.6,Net Banking,Toronto,Canada,North America,Sarah Miller,E095
202503-00124,3/20/2025,CUST-6463,Wireless Mouse,Accessories,2,63.65,0.15,108.2,19.48,127.68,Cash on Delivery,Singapore,Singapore,APAC,Rohit Iyer,E032
202503-00125,3/13/2025,CUST-2369,Smartwatch,Wearables,4,354.01,0,1416.04,254.89,1670.93,Wallet,New York,USA,North America,Chris Johnson,E037
202503-00126,3/8/2025,CUST-6926,Laptop 13",Electronics,2,1988.72,0.15,3380.82,608.55,3989.37,Debit Card,Chennai,India,APAC,Asha Verma,E057
202503-00127,3/30/2025,CUST-6723,USB-C Hub,Accessories,2,51.26,0.15,87.14,15.69,102.83,Debit Card,Kolkata,India,APAC,Rohit Iyer,E066
202503-00128,3/2/2025,CUST-3257,Laptop 15",Electronics,2,848.3,0.15,1442.11,259.58,1701.69,UPI,Delhi,India,APAC,Asha Verma,E100
202503-00129,3/22/2025,CUST-2208,Bluetooth Speaker,Audio,5,352.08,0.1,1584.36,285.18,1869.54,Debit Card,Bengaluru,India,APAC,Rohit Iyer,E020
202503-00130,3/3/2025,CUST-1204,Smartwatch,Wearables,4,157.85,0.05,599.83,107.97,707.8,Wallet,Vancouver,Canada,North America,Michael Brown,E014
202503-00131,3/16/2025,CUST-7742,Standing Desk,Furniture,3,510.7,0,1532.1,275.78,1807.88,Credit Card,London,UK,EMEA,James Wilson,E029
202503-00132,3/5/2025,CUST-1983,Printer,Office,1,333.75,0.05,317.06,57.07,374.13,Credit Card,Munich,Germany,EMEA,Olivia Martin,E064
202503-00133,3/22/2025,CUST-8443,Smartphone 128GB,Electronics,3,1850.43,0.05,5273.73,949.27,6223,Net Banking,Pune,India,APAC,Mei Lin,E078
202503-00134,3/3/2025,CUST-9544,Noise-Canceling Headphones,Audio,2,304.96,0,609.92,109.79,719.71,Debit Card,Munich,Germany,EMEA,Sofia Rossi,E060
202503-00135,3/27/2025,CUST-2264,External SSD 1TB,Storage,4,174.58,0,698.32,125.7,824.02,Net Banking,Munich,Germany,EMEA,Sofia Rossi,E008
202503-00136,3/2/2025,CUST-7086,Office Chair,Furniture,4,291.36,0,1165.44,209.78,1375.22,UPI,Manchester,UK,EMEA,James Wilson,E061
202503-00137,3/8/2025,CUST-5623,Wireless Mouse,Accessories,5,24.91,0,124.55,22.42,146.97,UPI,Kolkata,India,APAC,Rohit Iyer,E034
202503-00138,3/21/2025,CUST-1530,Mechanical Keyboard,Accessories,3,21.91,0,65.73,11.83,77.56,Cash on Delivery,Toronto,Canada,North America,Chris Johnson,E079
202503-00139,3/2/2025,CUST-6154,Laptop 15",Electronics,3,165.69,0.1,447.36,80.52,527.88,Net Banking,Vancouver,Canada,North America,Emily Davis,E038
202503-00140,3/11/2025,CUST-7400,Standing Desk,Furniture,3,976.99,0,2930.97,527.57,3458.54,Credit Card,Manchester,UK,EMEA,Olivia Martin,E061
202503-00141,3/29/2025,CUST-9250,Laptop 15",Electronics,5,1643.86,0.15,6986.4,1257.55,8243.95,Net Banking,Dubai,UAE,EMEA,James Wilson,E032
202503-00142,3/10/2025,CUST-3641,Wireless Mouse,Accessories,4,21.03,0,84.12,15.14,99.26,Wallet,New York,USA,North America,Emily Davis,E036
202503-00143,3/26/2025,CUST-3307,Webcam HD,Accessories,2,149.08,0.1,268.34,48.3,316.64,Net Banking,Hyderabad,India,APAC,Mei Lin,E073
202503-00144,3/10/2025,CUST-6903,Smartwatch,Wearables,4,100.81,0,403.24,72.58,475.82,Wallet,Munich,Germany,EMEA,Sofia Rossi,E096
202503-00145,3/7/2025,CUST-2228,Wireless Mouse,Accessories,5,97.89,0,489.45,88.1,577.55,Debit Card,London,UK,EMEA,James Wilson,E094
202503-00146,3/16/2025,CUST-2541,Bluetooth Speaker,Audio,3,92.8,0,278.4,50.11,328.51,UPI,Dubai,UAE,EMEA,Liam Schmidt,E036
202503-00147,3/12/2025,CUST-2461,Laptop 15",Electronics,2,1464.71,0.15,2490.01,448.2,2938.21,UPI,Melbourne,Australia,APAC,Rohit Iyer,E023
202503-00148,3/31/2025,CUST-3031,Smartwatch,Wearables,4,100.59,0,402.36,72.42,474.78,Net Banking,Sydney,Australia,APAC,Rohit Iyer,E013
202503-00149,3/15/2025,CUST-7008,Smartphone 128GB,Electronics,5,1911.28,0.15,8122.94,1462.13,9585.07,Cash on Delivery,Melbourne,Australia,APAC,Mei Lin,E029
202503-00150,3/29/2025,CUST-1699,Smartwatch,Wearables,1,465.34,0,465.34,83.76,549.1,Debit Card,Chennai,India,APAC,Mei Lin,E055
202503-00151,3/13/2025,CUST-3592,Smartwatch,Wearables,4,523.99,0.15,1781.57,320.68,2102.25,Wallet,Bengaluru,India,APAC,Mei Lin,E001
202503-00152,3/15/2025,CUST-8675,Office Chair,Furniture,5,912.11,0,4560.55,820.9,5381.45,Debit Card,Chennai,India,APAC,Arun Kumar,E072
202503-00153,3/25/2025,CUST-8096,Mechanical Keyboard,Accessories,4,56.02,0.15,190.47,34.28,224.75,Debit Card,Toronto,Canada,North America,Chris Johnson,E003
202503-00154,3/9/2025,CUST-8447,Laptop 13",Electronics,5,438.12,0.05,2081.07,374.59,2455.66,UPI,Dubai,UAE,EMEA,James Wilson,E056
202503-00155,3/20/2025,CUST-7230,Laptop 13",Electronics,3,1610.68,0,4832.04,869.77,5701.81,Debit Card,Delhi,India,APAC,Rohit Iyer,E012
202503-00156,3/28/2025,CUST-1375,Webcam HD,Accessories,4,47.78,0,191.12,34.4,225.52,Credit Card,Hyderabad,India,APAC,Asha Verma,E064
202503-00157,3/9/2025,CUST-7636,Laptop 15",Electronics,3,1766.49,0.15,4504.55,810.82,5315.37,Cash on Delivery,Kolkata,India,APAC,Mei Lin,E029
202503-00158,3/6/2025,CUST-1880,Laptop 15",Electronics,4,782.74,0,3130.96,563.57,3694.53,Debit Card,Kolkata,India,APAC,Mei Lin,E037
202503-00159,3/31/2025,CUST-7866,Bluetooth Speaker,Audio,4,228.14,0,912.56,164.26,1076.82,Wallet,Sydney,Australia,APAC,Mei Lin,E085
202503-00160,3/30/2025,CUST-7375,External SSD 1TB,Storage,1,194.62,0,194.62,35.03,229.65,Debit Card,Bengaluru,India,APAC,Rohit Iyer,E045
202503-00161,3/11/2025,CUST-6185,Laptop 13",Electronics,2,1808.53,0,3617.06,651.07,4268.13,Net Banking,Manchester,UK,EMEA,James Wilson,E017
202503-00162,3/26/2025,CUST-7658,27" Monitor,Electronics,5,1486.23,0,7431.15,1337.61,8768.76,Debit Card,Melbourne,Australia,APAC,Asha Verma,E099
202503-00163,3/2/2025,CUST-4581,Standing Desk,Furniture,2,489.75,0.05,930.52,167.49,1098.01,Cash on Delivery,Munich,Germany,EMEA,Sofia Rossi,E094
202503-00164,3/12/2025,CUST-4436,Mechanical Keyboard,Accessories,5,143.71,0.1,646.7,116.41,763.11,Credit Card,London,UK,EMEA,Liam Schmidt,E073
202503-00165,3/17/2025,CUST-3043,Standing Desk,Furniture,4,691.04,0.15,2349.54,422.92,2772.46,UPI,Berlin,Germany,EMEA,Olivia Martin,E043
